,index,Netflix,Hulu,Prime Video,Disney+,title,budget,company,country,director,genre,rating,score,star,votes,writer,original_language,popularity,revenue,runtime,release_year,release_month,release_day,class,score_prediction
875,874,0.0,0.0,0.0,0.0,My Cousin Vinny,11000000.0,Other,USA,Other,Comedy,R,7.5,Other,89069,Other,en,19.2,64088552,120.0,1992,3,13,0,5.9
876,875,0.0,0.0,0.0,0.0,Into the Storm,50000000.0,Other,USA,Other,Action,PG-13,5.8,Other,58193,Other,en,20.6,160602194,89.0,2014,8,8,0,6.4
877,876,0.0,0.0,0.0,0.0,Things to Do in Denver When You're Dead,7000000.0,Miramax,USA,Other,Crime,R,6.8,Other,23443,Other,en,6.9,529766,115.5,1995,12,1,0,6.3
878,877,0.0,0.0,0.0,0.0,The Infiltrator,28000000.0,Other,UK,Other,Biography,R,7.0,Other,50767,Other,en,24.7,15436808,127.0,2016,7,13,0,6.5
879,878,0.0,0.0,0.0,0.0,All the King's Men,55000000.0,Columbia Pictures Corporation,Germany,Other,Drama,PG-13,6.2,Other,21678,Other,en,7.8,9450897,126.5,2006,9,22,0,6.0
880,879,0.0,0.0,0.0,0.0,Life or Something Like It,40000000.0,Other,USA,Other,Comedy,PG-13,5.8,Other,20664,Other,en,9.0,16872671,103.0,2002,4,26,0,6.2
881,880,0.0,0.0,0.0,0.0,The Oxford Murders,10000000.0,Other,Spain,Other,Crime,R,6.1,Other,24470,Other,en,9.3,0,105.5,2010,7,2,0,6.7
882,881,0.0,0.0,0.0,0.0,Central Intelligence,50000000.0,New Line Cinema,USA,Other,Action,PG-13,6.3,Other,108423,Other,en,45.3,216972543,107.0,2016,6,17,0,6.3
883,882,0.0,0.0,0.0,0.0,Summer Catch,34000000.0,Warner Bros.,USA,Other,Comedy,PG-13,5.0,Other,13706,Other,en,4.0,19693891,108.0,2001,8,24,0,6.4
884,883,0.0,0.0,0.0,0.0,The Emperor's Club,12500000.0,Other,USA,Other,Drama,PG-13,6.9,Other,15182,Other,en,6.8,0,108.5,2002,11,22,0,6.0
885,884,0.0,0.0,0.0,0.0,John Q,36000000.0,New Line Cinema,USA,Other,Crime,PG-13,7.1,Denzel Washington,106935,Other,en,27.5,102244770,116.0,2002,2,15,0,6.2
886,885,0.0,0.0,0.0,0.0,Angel Eyes,53000000.0,Other,USA,Other,Drama,R,5.6,Other,20386,Other,en,6.5,29700000,102.0,2001,5,18,0,6.2
887,886,0.0,0.0,0.0,0.0,The Longest Ride,34000000.0,Fox 2000 Pictures,USA,Other,Drama,PG-13,7.1,Other,62246,Other,en,41.9,63013281,125.5,2015,4,10,0,6.0
888,887,0.0,0.0,0.0,0.0,Step Brothers,65000000.0,Columbia Pictures,USA,Other,Comedy,R,6.9,Other,228620,Other,en,23.0,128107642,98.0,2008,7,25,1,6.0
889,888,0.0,0.0,0.0,0.0,Happy Feet,100000000.0,Warner Bros.,USA,Other,Animation,PG,6.5,Other,145610,Other,en,37.3,384335608,108.0,2006,11,17,0,6.0
890,889,0.0,0.0,0.0,0.0,The Last of the Mohicans,40000000.0,Other,USA,Other,Action,R,7.8,Other,123719,Other,en,37.8,75505856,112.0,1992,9,25,0,6.1
891,890,0.0,0.0,0.0,0.0,Tucker and Dale vs Evil,5000000.0,Other,Canada,Other,Comedy,R,7.6,Other,141364,Other,en,19.9,5476793,89.0,2010,12,9,0,5.6
892,891,0.0,0.0,0.0,0.0,Only the Strong,6000000.0,Other,USA,Other,Action,PG-13,6.7,Other,4571,Other,en,5.4,3283371,99.0,1993,8,27,0,6.3
893,892,0.0,0.0,0.0,0.0,Act of Valor,12000000.0,Other,USA,Other,Action,R,6.5,Other,61120,Other,en,22.0,81272766,110.0,2012,2,24,0,6.1
894,893,0.0,0.0,0.0,0.0,How to Lose a Guy in 10 Days,50000000.0,Other,USA,Other,Comedy,PG-13,6.4,Other,172928,Other,en,23.9,177371441,116.0,2003,2,7,0,6.0
895,894,0.0,0.0,0.0,0.0,Garfield,35000000.0,Twentieth Century Fox Film Corporation,USA,Other,Animation,PG,5.0,Other,65727,Other,en,17.7,200804534,80.0,2004,6,11,0,6.2
896,895,0.0,0.0,0.0,0.0,Bachelorette,3000000.0,Other,USA,Other,Comedy,R,5.3,Other,40301,Other,en,21.0,11947954,87.0,2013,7,12,0,6.8
897,896,0.0,0.0,0.0,0.0,Little Black Book,35000000.0,Other,USA,Other,Comedy,PG-13,5.3,Other,15956,Other,en,6.2,22034832,111.0,2004,8,6,0,6.1
898,897,0.0,0.0,0.0,0.0,Derailed,22000000.0,Other,USA,Other,Crime,R,6.6,Other,65404,Other,en,17.7,57479076,108.0,2005,11,11,0,6.4
899,898,0.0,0.0,0.0,0.0,Keanu,15000000.0,New Line Cinema,USA,Other,Action,R,6.3,Other,35001,Other,en,18.3,20566327,97.0,2016,4,29,0,6.4
900,899,0.0,0.0,0.0,0.0,Unfriended,1000000.0,Other,USA,Other,Drama,R,5.6,Other,53969,Other,en,42.0,62882090,82.5,2015,4,17,0,6.1
901,900,0.0,0.0,0.0,0.0,Cop Land,10000000.0,Miramax,USA,Other,Crime,R,6.9,Other,74373,Other,en,19.3,44862187,104.5,1997,8,15,0,6.2
902,901,0.0,0.0,0.0,0.0,Alvin and the Chipmunks: Chipwrecked,75000000.0,Fox 2000 Pictures,USA,Other,Animation,G,4.4,Other,25423,Other,en,23.5,342695435,87.0,2011,12,16,0,6.0
903,902,0.0,0.0,0.0,0.0,Night at the Museum: Secret of the Tomb,127000000.0,Twentieth Century Fox Film Corporation,UK,Shawn Levy,Adventure,PG,6.2,Ben Stiller,80090,Other,en,115.6,349424282,97.5,2014,12,19,0,6.8
904,903,0.0,0.0,0.0,0.0,The Object of My Affection,15000000.0,Twentieth Century Fox Film Corporation,USA,Other,Comedy,R,6.0,Other,16578,Other,en,5.2,46905889,111.0,1998,4,17,0,6.3
905,904,0.0,0.0,0.0,0.0,Horrible Bosses,35000000.0,New Line Cinema,USA,Other,Comedy,R,6.9,Other,377309,Other,en,50.3,117000000,102.0,2011,7,8,0,6.0
906,905,0.0,0.0,0.0,0.0,Meet Dave,60000000.0,Twentieth Century Fox Film Corporation,USA,Other,Adventure,PG,4.9,Other,33911,Other,en,18.7,50650079,90.0,2008,7,11,0,6.0
907,906,0.0,0.0,0.0,0.0,The Big Bounce,50000000.0,Other,USA,Other,Comedy,PG-13,4.9,Other,16578,Other,en,6.4,6808550,88.0,2004,1,30,0,6.0
908,907,0.0,0.0,0.0,0.0,Daddy's Home,50000000.0,Paramount Pictures,USA,Other,Comedy,PG-13,6.1,Other,73696,Other,en,38.6,242786137,96.0,2015,12,25,0,6.0
909,908,0.0,0.0,0.0,0.0,Grown Ups 2,80000000.0,Columbia Pictures,USA,Other,Comedy,PG-13,5.4,Adam Sandler,118583,Other,en,45.6,246984278,100.5,2013,7,12,0,5.9
910,909,0.0,0.0,0.0,0.0,The Reader,32000000.0,Other,USA,Other,Drama,R,7.6,Other,202988,Other,en,33.9,113019290,124.0,2009,1,30,0,5.9
911,910,0.0,0.0,0.0,0.0,Trance,20000000.0,Other,UK,Other,Crime,R,7.0,Other,100120,Other,en,38.8,24261569,101.0,2013,5,3,0,6.0
912,911,0.0,0.0,0.0,0.0,Funny Games,15000000.0,Other,USA,Other,Crime,R,6.5,Other,76469,Other,en,15.2,7938872,111.5,2008,9,26,0,6.0
913,912,0.0,0.0,0.0,0.0,My Favorite Martian,65000000.0,Walt Disney Pictures,USA,Other,Comedy,PG,5.0,Other,11494,Other,en,6.8,36850101,94.0,1999,2,12,0,6.6
914,913,0.0,0.0,0.0,0.0,Bats,5250000.0,Other,USA,Other,Horror,PG-13,3.7,Other,8667,Other,en,1.5,10,91.0,1999,10,22,0,6.2
915,914,0.0,0.0,0.0,0.0,The Order,38000000.0,Twentieth Century Fox Film Corporation,USA,Other,Horror,R,5.2,Other,15666,Brian Helgeland,en,3.7,11560806,102.0,2003,9,5,0,6.6
916,915,0.0,0.0,0.0,0.0,You Again,20000000.0,Touchstone Pictures,USA,Other,Comedy,PG,5.8,Other,43956,Other,en,20.0,32005248,102.5,2010,9,24,0,6.0
917,916,0.0,0.0,0.0,0.0,Night Watch,4200000.0,Other,Other,Other,Action,R,6.5,Other,49018,Other,Other,12.5,32000000,114.0,2006,3,3,0,6.5
918,917,0.0,0.0,0.0,0.0,Dirty Pretty Things,10000000.0,Other,UK,Other,Crime,R,7.4,Other,36732,Other,en,9.2,0,97.0,2003,9,5,0,6.2
919,918,0.0,0.0,0.0,0.0,Cloudy with a Chance of Meatballs,100000000.0,Columbia Pictures,USA,Other,Animation,PG,7.0,Other,168903,Other,en,46.8,242988466,90.0,2009,9,18,0,6.2
920,919,0.0,0.0,0.0,0.0,The Thing,38000000.0,Other,USA,Other,Horror,R,6.2,Other,103933,Other,en,52.7,19629760,106.0,2011,10,14,0,6.2
921,920,0.0,0.0,0.0,0.0,Nutty Professor II: The Klumps,84000000.0,Universal Pictures,USA,Other,Comedy,PG-13,4.3,Other,42167,Other,en,17.8,123307945,106.0,2000,7,28,0,6.2
922,921,0.0,0.0,0.0,0.0,Be Cool,53000000.0,Metro Goldwyn Mayer,USA,Other,Comedy,PG-13,5.7,Other,62078,Other,en,18.6,95226116,118.0,2005,3,4,0,6.3
923,922,0.0,0.0,0.0,0.0,Quantum of Solace,200000000.0,Metro Goldwyn Mayer,UK,Other,Action,PG-13,6.6,Other,356749,Other,en,107.9,586090727,106.0,2008,11,14,0,6.1
924,923,0.0,0.0,0.0,0.0,American Wedding,55000000.0,Universal Pictures,USA,Other,Comedy,R,6.3,Other,172706,Other,en,36.2,231449203,99.5,2003,8,1,0,6.7
925,924,0.0,0.0,0.0,0.0,Trust,9500000.0,Other,USA,Other,Crime,R,6.9,Other,37112,Other,en,21.2,120000,105.0,2012,3,9,0,6.2
926,925,0.0,0.0,0.0,0.0,Dances with Wolves,22000000.0,Other,USA,Other,Adventure,PG-13,8.0,Other,202212,Other,en,45.7,424208848,181.0,1990,11,21,0,6.3
927,926,0.0,0.0,0.0,0.0,Repo Men,32000000.0,Universal Pictures,USA,Other,Action,R,6.3,Other,92181,Other,en,25.8,18409891,111.0,2010,3,19,0,6.1
928,927,0.0,0.0,0.0,0.0,Bad Grandpa,15000000.0,Other,USA,Other,Comedy,R,6.5,Other,82363,Other,en,27.2,151831537,92.0,2013,10,25,0,6.1
929,928,0.0,0.0,0.0,0.0,Little White Lies,25000000.0,Other,France,Other,Comedy,NOT RATED,7.1,Other,20528,Other,fr,15.3,48531470,144.0,2010,10,20,0,5.8
930,929,0.0,0.0,0.0,0.0,Scream 4,40000000.0,Other,USA,Other,Horror,R,6.2,Other,111273,Other,en,35.2,97138686,111.0,2011,4,15,0,6.1
931,930,0.0,0.0,0.0,0.0,Tears of the Sun,70000000.0,Other,USA,Other,Action,R,6.6,Bruce Willis,99991,Other,en,27.1,85632458,121.0,2003,3,7,0,6.0
932,931,0.0,0.0,0.0,0.0,Sorority Boys,12000000.0,Other,USA,Other,Comedy,R,5.4,Other,12525,Other,en,3.4,0,93.0,2002,3,22,0,6.3
933,932,0.0,0.0,0.0,0.0,Christmas with the Kranks,60000000.0,Other,USA,Other,Comedy,PG,5.2,Other,31178,Other,en,9.2,0,99.0,2004,11,24,0,6.1
934,933,0.0,0.0,0.0,0.0,About Last Night,12500000.0,Other,USA,Other,Comedy,R,6.1,Other,18729,Other,en,11.8,49002684,100.0,2014,2,14,0,6.5
935,934,0.0,0.0,0.0,0.0,Erin Brockovich,52000000.0,Universal Pictures,USA,Steven Soderbergh,Biography,R,7.3,Other,146159,Other,en,30.3,256271286,131.0,2000,3,17,0,5.8
936,935,0.0,0.0,0.0,0.0,Metropolitan,225000.0,Other,USA,Other,Comedy,PG-13,7.5,Other,7814,Other,en,1.0,0,98.0,1990,8,3,0,6.1
937,936,0.0,0.0,0.0,0.0,Vanity Fair,23000000.0,Other,USA,Other,Drama,PG-13,6.2,Other,18220,Other,en,6.6,16123851,141.0,2004,9,1,0,6.1
938,937,0.0,0.0,0.0,0.0,Scoop,4000000.0,Other,UK,Woody Allen,Comedy,PG-13,6.7,Other,72171,Woody Allen,en,17.2,31584901,96.0,2006,7,28,0,6.1
939,938,0.0,0.0,0.0,0.0,Mr. Nice Guy,12716953.0,Other,Other,Other,Action,PG-13,6.2,Other,21505,Other,Other,7.1,18814720,105.0,1998,3,20,0,6.1
940,939,0.0,0.0,0.0,0.0,Repo! The Genetic Opera,8500000.0,Other,USA,Other,Horror,R,6.7,Other,21419,Other,en,5.9,188126,98.0,2008,11,20,0,5.9
941,940,0.0,0.0,0.0,0.0,Beverly Hills Cop III,55000000.0,Paramount Pictures,USA,Other,Action,R,5.5,Other,65325,Other,en,20.3,119208989,104.0,1994,5,25,0,6.1
942,941,0.0,0.0,0.0,0.0,Catch That Kid,18000000.0,Fox 2000 Pictures,USA,Other,Adventure,PG,5.2,Other,8590,Other,en,4.5,16702864,91.5,2004,2,6,0,6.5
943,942,0.0,0.0,0.0,0.0,Resident Evil: Retribution,65000000.0,Other,Germany,Other,Action,R,5.4,Other,118430,Other,en,6.2,240159255,95.0,2012,9,14,0,7.1
944,943,0.0,0.0,0.0,0.0,Real Steel,110000000.0,DreamWorks,USA,Shawn Levy,Action,PG-13,7.1,Other,271028,Other,en,37.2,299268508,127.0,2011,10,7,0,6.3
945,944,0.0,0.0,0.0,0.0,Cradle 2 the Grave,30000000.0,Warner Bros.,USA,Other,Action,R,5.8,Other,37114,Other,en,12.8,56489558,101.0,2003,2,28,2,9.8
946,945,0.0,0.0,0.0,0.0,Don Jon,3000000.0,Other,USA,Other,Comedy,R,6.6,Other,205144,Other,en,33.3,0,90.0,2013,9,27,0,7.4
947,946,0.0,0.0,0.0,0.0,Varsity Blues,16000000.0,Other,USA,Other,Comedy,R,6.4,Other,37184,Other,en,9.2,0,106.0,1999,1,15,0,7.9
948,947,0.0,0.0,0.0,0.0,Blue Jasmine,18000000.0,Other,USA,Woody Allen,Drama,PG-13,7.3,Other,165306,Woody Allen,en,34.7,99206215,98.0,2013,8,23,1,8.1
949,948,0.0,0.0,0.0,0.0,The Battle of Shaker Heights,1000000.0,Other,USA,Other,Drama,PG-13,6.1,Other,3943,Other,en,5.2,0,89.5,2003,8,22,1,6.1
950,949,0.0,0.0,0.0,0.0,True Lies,115000000.0,Twentieth Century Fox Film Corporation,USA,Other,Action,R,7.2,Other,204050,Other,en,38.7,378882411,141.0,1994,7,15,1,8.2
951,950,0.0,0.0,0.0,0.0,The Conjuring 2,40000000.0,New Line Cinema,Canada,Other,Horror,R,7.4,Other,153376,Other,en,68.8,320170008,134.0,2016,6,10,1,7.6
952,951,0.0,0.0,0.0,0.0,Larry Crowne,30000000.0,Universal Pictures,USA,Other,Comedy,PG-13,6.1,Tom Hanks,53965,Other,en,20.4,36160375,98.0,2011,7,1,0,7.1
953,952,0.0,0.0,0.0,0.0,Battlefield Earth,73000000.0,Warner Bros.,USA,Other,Action,PG-13,2.4,Other,68415,Other,en,7.9,21400000,118.0,2000,5,12,0,6.3
954,953,0.0,0.0,0.0,0.0,Burnt,20000000.0,Other,USA,Other,Comedy,R,6.6,Other,81753,Other,en,30.5,36606743,100.5,2015,10,30,1,7.3
955,954,0.0,0.0,0.0,0.0,The Purge: Election Year,10000000.0,Universal Pictures,USA,Other,Action,R,6.0,Other,61545,Other,en,53.7,118587880,106.5,2016,7,1,1,6.6
956,955,0.0,0.0,0.0,0.0,Racing Stripes,30000000.0,Other,USA,Other,Adventure,PG,5.2,Other,13644,Other,en,8.1,93772522,102.0,2005,1,14,1,7.3
957,956,0.0,0.0,0.0,0.0,War of the Worlds,132000000.0,Paramount Pictures,USA,Steven Spielberg,Adventure,PG-13,6.5,Tom Cruise,360317,Other,en,48.6,591739379,116.0,2005,6,29,0,7.1
958,957,0.0,0.0,0.0,0.0,Big Fat Liar,15000000.0,Paramount Pictures,USA,Shawn Levy,Adventure,PG,5.4,Other,30776,Other,en,9.1,52970014,88.0,2002,2,8,1,6.4
959,958,0.0,0.0,0.0,0.0,Along Came a Spider,60000000.0,Paramount Pictures,USA,Other,Drama,R,6.3,Other,63268,Other,en,21.3,105178561,104.0,2001,4,6,0,6.4
960,959,0.0,0.0,0.0,0.0,Do the Right Thing,6500000.0,Other,USA,Spike Lee,Comedy,R,7.9,Other,65909,Other,en,15.6,37295445,120.0,1989,7,21,1,7.1
961,960,0.0,0.0,0.0,0.0,Men in Black II,140000000.0,Columbia Pictures Corporation,USA,Other,Action,PG-13,6.1,Other,287470,Other,en,91.3,441818803,88.0,2002,7,3,1,7.2
962,961,0.0,0.0,0.0,0.0,Hellboy II: The Golden Army,85000000.0,Universal Pictures,USA,Other,Action,PG-13,7.0,Other,222768,Other,en,58.6,160388063,120.0,2008,7,11,0,6.8
963,962,0.0,0.0,0.0,0.0,Funny People,75000000.0,Universal Pictures,USA,Other,Comedy,R,6.3,Adam Sandler,104697,Other,en,20.2,61458982,146.0,2009,7,31,0,6.4
964,963,0.0,0.0,0.0,0.0,Date Movie,20000000.0,Other,USA,Other,Comedy,PG-13,2.7,Other,52525,Other,en,10.1,48548426,83.0,2006,2,17,1,6.9
965,964,0.0,0.0,0.0,0.0,The Company,15000000.0,Other,Germany,Other,Drama,PG-13,6.4,Other,5769,Other,en,1.5,0,194.0,2004,5,20,0,6.4
966,965,0.0,0.0,0.0,0.0,Valkyrie,75000000.0,Metro Goldwyn Mayer,USA,Other,Drama,PG-13,7.1,Tom Cruise,198702,Other,en,38.8,200276000,121.0,2008,12,25,0,6.0
967,966,0.0,0.0,0.0,0.0,The Best Man,9000000.0,Other,USA,Other,Comedy,R,6.7,Other,7124,Other,en,4.0,34573780,120.0,1999,10,22,0,6.2
968,967,0.0,0.0,0.0,0.0,Bamboozled,10000000.0,New Line Cinema,USA,Spike Lee,Comedy,R,6.5,Other,9066,Other,en,2.2,0,135.0,2000,10,20,1,6.7
969,968,0.0,0.0,0.0,0.0,The Pelican Brief,45000000.0,Warner Bros.,USA,Other,Crime,PG-13,6.6,Other,64221,Other,en,17.9,195268056,141.0,1993,12,17,1,6.9
970,969,0.0,0.0,0.0,0.0,Twister,92000000.0,Warner Bros.,USA,Other,Action,PG-13,6.3,Other,153413,Michael Crichton,en,32.1,494471524,113.0,1996,5,10,0,6.5
971,970,0.0,0.0,0.0,0.0,Priest,60000000.0,Other,USA,Other,Action,PG-13,5.7,Other,102836,Other,en,28.4,78309131,87.0,2011,5,13,1,6.3
972,971,0.0,0.0,0.0,0.0,Spawn,40000000.0,New Line Cinema,USA,Other,Action,R,5.2,Other,56561,Other,en,19.8,87840042,96.0,1997,8,1,0,6.2
973,972,0.0,0.0,0.0,0.0,Cloudy with a Chance of Meatballs 2,78000000.0,Columbia Pictures,USA,Other,Animation,PG,6.4,Other,72530,Other,en,41.2,248384621,95.0,2013,9,27,0,6.5
974,973,0.0,0.0,0.0,0.0,Revolutionary Road,35000000.0,DreamWorks,USA,Other,Drama,R,7.3,Other,163259,Other,en,20.4,75225693,119.0,2009,1,23,1,6.6
975,974,0.0,0.0,0.0,0.0,The Rookie,20000000.0,Other,USA,Other,Drama,G,7.0,Other,28187,Other,en,11.3,75597042,127.0,2002,3,29,0,6.0
976,975,0.0,0.0,0.0,0.0,The Beaver,21000000.0,Other,USA,Other,Drama,PG-13,6.7,Other,42885,Other,en,13.8,970816,91.0,2011,6,17,0,6.6
977,976,0.0,0.0,0.0,0.0,The Forest,10000000.0,Other,USA,Other,Horror,PG-13,4.8,Other,31028,Other,en,19.9,40055439,94.0,2016,1,8,1,6.7
978,977,0.0,0.0,0.0,0.0,Victor Frankenstein,40000000.0,Other,USA,Other,Drama,PG-13,6.0,Other,41210,Other,en,24.8,34227298,109.5,2015,11,25,0,7.1
979,978,0.0,0.0,0.0,0.0,Annie,65000000.0,Other,USA,Other,Comedy,PG,5.3,Other,28670,Other,en,33.4,133821816,118.5,2014,12,19,0,6.4
980,979,0.0,0.0,0.0,0.0,Death Sentence,20000000.0,Twentieth Century Fox Film Corporation,USA,Other,Action,R,6.8,Other,63101,Other,en,12.6,16974459,105.0,2007,8,31,0,6.8
981,980,0.0,0.0,0.0,0.0,Hide and Seek,30000000.0,Twentieth Century Fox Film Corporation,USA,Other,Drama,R,5.9,Robert De Niro,74372,Other,en,18.2,122644820,101.0,2005,1,28,0,6.1
982,981,0.0,0.0,0.0,0.0,Wild Wild West,170000000.0,Other,USA,Other,Action,PG-13,4.8,Other,137502,Other,en,40.7,222104681,106.0,1999,6,30,1,6.2
983,982,0.0,0.0,0.0,0.0,The Tuxedo,60000000.0,Other,USA,Other,Action,PG-13,5.3,Other,67610,Other,en,21.5,0,98.0,2002,9,27,0,7.1
984,983,0.0,0.0,0.0,0.0,How to Train Your Dragon 2,145000000.0,Other,USA,Other,Animation,PG,7.8,Other,246702,Other,en,100.2,609123048,102.0,2014,6,13,0,6.6
985,984,0.0,0.0,0.0,0.0,Takers,20000000.0,Other,USA,Other,Action,PG-13,6.2,Other,50222,Other,en,18.5,69055695,107.0,2010,8,27,0,6.5
986,985,0.0,0.0,0.0,0.0,The Women,16500000.0,Other,USA,Other,Comedy,PG-13,4.9,Other,17874,Other,en,8.8,50007546,114.0,2008,9,12,0,6.5
987,986,0.0,0.0,0.0,0.0,Flame & Citron,6500000.0,Other,Other,Other,Drama,NOT RATED,7.3,Other,15366,Other,Other,7.0,0,130.0,2008,3,28,0,6.3
988,987,0.0,0.0,0.0,0.0,The Love Letter,20000000.0,DreamWorks,USA,Other,Comedy,PG-13,5.4,Other,3644,Other,en,0.1,0,93.0,1999,5,21,0,6.1
989,988,0.0,0.0,0.0,0.0,Gossip,24000000.0,Other,USA,Other,Drama,R,5.9,Other,13085,Other,en,5.8,5108820,90.0,2000,4,21,0,6.6
990,989,0.0,0.0,0.0,0.0,The Big Hit,13000000.0,Other,USA,Other,Action,R,6.1,Other,25901,Other,en,6.4,27007143,91.0,1998,4,24,0,6.4
991,990,0.0,0.0,0.0,0.0,Untraceable,35000000.0,Other,USA,Other,Crime,R,6.2,Other,43102,Other,en,12.7,32483410,101.0,2008,1,25,0,6.6
992,991,0.0,0.0,0.0,0.0,I Think I Love My Wife,11000000.0,Other,USA,Other,Comedy,R,5.5,Other,14288,Other,en,4.5,13196245,92.0,2007,3,16,0,6.2
993,992,0.0,0.0,0.0,0.0,Eragon,100000000.0,Fox 2000 Pictures,USA,Other,Action,PG,5.1,Other,113317,Other,en,30.9,249288105,104.0,2006,12,15,0,6.0
994,993,0.0,0.0,0.0,0.0,Windtalkers,115000000.0,Metro Goldwyn Mayer,USA,Other,Action,R,6.0,Nicolas Cage,59247,Other,en,18.7,77628265,134.0,2002,6,14,0,6.2
995,994,0.0,0.0,0.0,0.0,Remember Me,16000000.0,Other,USA,Other,Drama,PG-13,7.2,Other,122380,Other,en,36.8,0,113.0,2010,3,12,0,6.5
996,995,0.0,0.0,0.0,0.0,Traffic,48000000.0,Other,USA,Steven Soderbergh,Crime,R,7.6,Other,178173,Other,en,25.2,207515725,147.0,2001,1,5,0,6.1
997,996,0.0,0.0,0.0,0.0,Harley Davidson and the Marlboro Man,23000000.0,Other,USA,Other,Action,R,6.0,Other,15649,Other,en,12.9,7434726,98.0,1991,8,23,1,6.1
998,997,0.0,0.0,0.0,0.0,We're No Angels,20000000.0,Paramount Pictures,USA,Other,Comedy,PG-13,6.0,Robert De Niro,18663,Other,en,9.9,0,106.0,1989,12,15,0,6.3
999,998,0.0,0.0,0.0,0.0,Just Married,18000000.0,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,PG-13,5.4,Other,60977,Other,en,18.5,101564935,95.0,2003,1,10,0,6.0
1000,999,0.0,0.0,0.0,0.0,Secretary,4000000.0,Other,USA,Other,Comedy,R,7.0,Other,72514,Other,en,19.1,9304609,105.5,2002,10,11,0,6.5
1001,1000,0.0,0.0,0.0,0.0,The Dukes of Hazzard,50000000.0,Warner Bros.,USA,Other,Action,PG-13,5.1,Other,69254,Other,en,16.0,110803676,104.0,2005,8,5,0,6.2
1002,1001,0.0,0.0,0.0,0.0,The Mummy Returns,98000000.0,Universal Pictures,USA,Other,Action,PG-13,6.3,Other,266768,Other,en,41.9,433013274,130.0,2001,5,4,0,6.4
1003,1002,0.0,0.0,0.0,0.0,The SpongeBob Movie: Sponge Out of Water,74000000.0,Other,USA,Other,Animation,PG,6.0,Other,39378,Other,en,37.0,311594032,92.5,2015,2,6,0,6.4
1004,1003,0.0,0.0,0.0,0.0,Kicking & Screaming,45000000.0,Universal Pictures,USA,Other,Comedy,PG,5.6,Other,31964,Other,en,9.0,56070433,95.0,2005,5,13,0,6.7
1005,1004,0.0,0.0,0.0,0.0,The Life Aquatic with Steve Zissou,50000000.0,Touchstone Pictures,USA,Other,Adventure,R,7.3,Other,152238,Other,en,25.2,34808403,119.0,2004,12,25,0,5.9
1006,1005,0.0,0.0,0.0,0.0,Big Eyes,10000000.0,Other,USA,Tim Burton,Biography,PG-13,7.0,Other,68168,Other,en,28.6,28883511,105.5,2014,12,25,0,6.4
1007,1006,0.0,0.0,0.0,0.0,District B13,12000000.0,Other,France,Other,Action,R,7.2,Other,59532,Luc Besson,fr,17.5,9584131,84.0,2006,6,2,0,6.5
1008,1007,0.0,0.0,0.0,0.0,Shadowlands,22000000.0,Other,UK,Other,Biography,PG,7.4,Other,14299,Other,en,5.6,0,131.0,1994,1,14,0,6.3
1009,1008,0.0,0.0,0.0,0.0,Everest,55000000.0,Other,UK,Other,Action,PG-13,7.1,Other,162412,Other,en,60.2,203427584,121.0,2015,9,25,0,6.3
1010,1009,0.0,0.0,0.0,0.0,Sorority Row,16000000.0,Other,USA,Other,Horror,R,5.1,Other,25432,Other,en,8.8,27206120,101.0,2009,9,11,0,6.1
1011,1010,0.0,0.0,0.0,0.0,Sahara,130000000.0,Paramount Pictures,UK,Other,Action,PG-13,6.0,Other,81948,Other,en,21.6,119269486,124.0,2005,4,8,0,6.5
1012,1011,0.0,0.0,0.0,0.0,Into the Wild,15000000.0,Other,USA,Other,Adventure,R,8.1,Other,474991,Other,en,43.6,56255142,148.0,2007,10,19,0,6.3
1013,1012,0.0,0.0,0.0,0.0,Open Water,120000.0,Other,USA,Other,Adventure,R,5.7,Other,45304,Other,en,15.6,54667954,79.0,2004,8,20,0,6.4
1014,1013,0.0,0.0,0.0,0.0,Nick and Norah's Infinite Playlist,9000000.0,Other,USA,Other,Comedy,PG-13,6.7,Other,79364,Other,en,20.5,32973937,89.5,2008,10,3,0,6.5
1015,1014,0.0,0.0,0.0,0.0,Ray,40000000.0,Universal Pictures,USA,Other,Biography,PG-13,7.7,Other,118709,Other,en,21.7,124731534,152.0,2004,10,29,0,6.3
1016,1015,0.0,0.0,0.0,0.0,Auto Focus,7000000.0,Other,USA,Other,Biography,R,6.6,Other,11815,Other,en,7.1,2062066,104.5,2002,11,1,0,6.4
1017,1016,0.0,0.0,0.0,0.0,22 Jump Street,50000000.0,Columbia Pictures,USA,Other,Action,R,7.1,Other,292133,Other,en,52.4,188441614,112.0,2014,6,13,0,6.0
1018,1017,0.0,0.0,0.0,0.0,The Last Castle,72000000.0,DreamWorks,USA,Other,Action,R,6.9,Other,60613,Other,en,15.4,27642707,131.0,2001,10,19,0,6.2
1019,1018,0.0,0.0,0.0,0.0,The Texas Chainsaw Massacre: The Beginning,16000000.0,New Line Cinema,USA,Other,Horror,R,5.9,Other,60271,Other,en,21.4,0,91.0,2006,10,6,0,6.6
1020,1019,0.0,0.0,0.0,0.0,White Noise,10000000.0,Universal Pictures,UK,Other,Drama,PG-13,5.5,Other,43784,Other,en,14.4,91196419,101.0,2005,1,7,0,6.3
